연도,월,일,시간,지역,태양광발전량(MWh)
2023,7,24,3,충청남도,0.0
2023,7,24,4,충청남도,0.0
2023,7,24,5,충청남도,4e-05
2023,7,24,6,충청남도,0.020291
2023,7,24,7,충청남도,4.77343
2023,7,24,8,충청남도,38.072527
2023,7,24,9,충청남도,66.424973
2023,7,24,10,충청남도,98.77688
2023,7,24,11,충청남도,137.707467
2023,7,24,12,충청남도,163.77969
2023,7,24,13,충청남도,248.391234
2023,7,24,14,충청남도,323.770813
2023,7,24,15,충청남도,319.097316
2023,7,24,16,충청남도,327.582908
2023,7,24,17,충청남도,322.648094
2023,7,24,18,충청남도,248.596025
2023,7,24,19,충청남도,153.660252
2023,7,24,20,충청남도,63.412877
2023,7,24,21,충청남도,23.507868
2023,7,24,22,충청남도,12.0923
2023,7,24,23,충청남도,5.473269
2023,7,24,24,충청남도,1.50844
2023,7,24,1,충청북도,0.0
2023,7,24,2,충청북도,0.0
2023,7,24,3,충청북도,0.0
2023,7,24,4,충청북도,0.0
2023,7,24,5,충청북도,0.0
2023,7,24,6,충청북도,0.009266
2023,7,24,7,충청북도,2.176926
2023,7,24,8,충청북도,8.976587
2023,7,24,9,충청북도,22.492585
2023,7,24,10,충청북도,38.852412
2023,7,24,11,충청북도,60.469382
2023,7,24,12,충청북도,77.79211
2023,7,24,13,충청북도,89.422091
2023,7,24,14,충청북도,115.747539
2023,7,24,15,충청북도,124.259219
2023,7,24,16,충청북도,134.114103
2023,7,24,17,충청북도,122.692934
2023,7,24,18,충청북도,107.569262
2023,7,24,19,충청북도,68.659874
2023,7,24,20,충청북도,27.713787
2023,7,24,21,충청북도,12.044092
2023,7,24,22,충청북도,5.795801
2023,7,24,23,충청북도,2.936863
2023,7,24,24,충청북도,0.31732
2023,7,25,1,강원도,0.0004
2023,7,25,2,강원도,0.0002
2023,7,25,3,강원도,0.0
2023,7,25,4,강원도,0.012
2023,7,25,5,강원도,0.0
2023,7,25,6,강원도,0.870427
2023,7,25,7,강원도,23.341654
2023,7,25,8,강원도,76.901681
2023,7,25,9,강원도,142.646571
2023,7,25,10,강원도,197.169537
2023,7,25,11,강원도,224.495201
2023,7,25,12,강원도,251.624929
2023,7,25,13,강원도,234.059601
2023,7,25,14,강원도,221.200055
2023,7,25,15,강원도,170.562329
2023,7,25,16,강원도,154.958938
2023,7,25,17,강원도,164.415432
2023,7,25,18,강원도,116.99738
2023,7,25,19,강원도,93.136086
2023,7,25,20,강원도,76.553349
2023,7,25,21,강원도,49.725036
2023,7,25,22,강원도,26.313964
2023,7,25,23,강원도,7.323492
2023,7,25,24,강원도,1.215173
2023,7,25,1,경기도,0.0018
2023,7,25,2,경기도,0.0
2023,7,25,3,경기도,0.0
2023,7,25,4,경기도,0.0
2023,7,25,5,경기도,0.0
2023,7,25,6,경기도,0.178593
2023,7,25,7,경기도,9.046768
2023,7,25,8,경기도,34.750473
2023,7,25,9,경기도,56.659211
2023,7,25,10,경기도,82.537022
2023,7,25,11,경기도,109.903399
2023,7,25,12,경기도,134.29991
2023,7,25,13,경기도,153.224245
2023,7,25,14,경기도,167.167235
2023,7,25,15,경기도,149.883892
2023,7,25,16,경기도,129.343504
2023,7,25,17,경기도,85.063744
2023,7,25,18,경기도,64.81359
2023,7,25,19,경기도,39.17787
2023,7,25,20,경기도,19.82991
2023,7,25,21,경기도,16.001002
2023,7,25,22,경기도,9.952446
2023,7,25,23,경기도,5.147281
2023,7,25,24,경기도,1.093968
2023,7,25,1,경상남도,0.0
2023,7,25,2,경상남도,0.004824
2023,7,25,3,경상남도,0.4692
2023,7,25,4,경상남도,0.0
2023,7,25,5,경상남도,0.0
2023,7,25,6,경상남도,0.700666
2023,7,25,7,경상남도,18.440738
2023,7,25,8,경상남도,61.971711
2023,7,25,9,경상남도,118.030163
2023,7,25,10,경상남도,160.559693
2023,7,25,11,경상남도,143.474375
2023,7,25,12,경상남도,150.894549
2023,7,25,13,경상남도,161.906562
2023,7,25,14,경상남도,159.429827
2023,7,25,15,경상남도,162.833508
2023,7,25,16,경상남도,160.040932
2023,7,25,17,경상남도,140.674215
2023,7,25,18,경상남도,94.667279
2023,7,25,19,경상남도,46.602358
2023,7,25,20,경상남도,26.097521
2023,7,25,21,경상남도,16.082186
2023,7,25,22,경상남도,5.447094
2023,7,25,23,경상남도,1.585944
2023,7,25,24,경상남도,0.46816
2023,7,25,1,경상북도,0.001374
2023,7,25,2,경상북도,0.01156
2023,7,25,3,경상북도,0.012695
2023,7,25,4,경상북도,0.010847
2023,7,25,5,경상북도,0.0
2023,7,25,6,경상북도,0.944391
2023,7,25,7,경상북도,25.869725
2023,7,25,8,경상북도,84.966013
2023,7,25,9,경상북도,165.6003
2023,7,25,10,경상북도,246.076935
2023,7,25,11,경상북도,279.584684
2023,7,25,12,경상북도,287.014988
2023,7,25,13,경상북도,293.143536
2023,7,25,14,경상북도,210.241034
2023,7,25,15,경상북도,168.082978
2023,7,25,16,경상북도,153.407281
2023,7,25,17,경상북도,119.168385
2023,7,25,18,경상북도,73.527713
2023,7,25,19,경상북도,75.054996
2023,7,25,20,경상북도,59.4527
2023,7,25,21,경상북도,41.8009
2023,7,25,22,경상북도,19.370651
2023,7,25,23,경상북도,5.615664
2023,7,25,24,경상북도,1.665648
2023,7,25,1,광주시,0.0
2023,7,25,2,광주시,0.0
2023,7,25,3,광주시,0.0
2023,7,25,4,광주시,0.0
2023,7,25,5,광주시,0.0
2023,7,25,6,광주시,0.002452
2023,7,25,7,광주시,0.884601
2023,7,25,8,광주시,4.535581
2023,7,25,9,광주시,11.49273
2023,7,25,10,광주시,16.22178
2023,7,25,11,광주시,25.125273
2023,7,25,12,광주시,16.623793
2023,7,25,13,광주시,25.063023
2023,7,25,14,광주시,28.9688
2023,7,25,15,광주시,20.275372
2023,7,25,16,광주시,23.666523
2023,7,25,17,광주시,22.029758
2023,7,25,18,광주시,13.142834
2023,7,25,19,광주시,5.870552
2023,7,25,20,광주시,1.394175
2023,7,25,21,광주시,0.88914
2023,7,25,22,광주시,0.47782
2023,7,25,23,광주시,0.0109
2023,7,25,24,광주시,0.0
2023,7,25,1,대구시,0.0
2023,7,25,2,대구시,0.0
2023,7,25,3,대구시,0.0
2023,7,25,4,대구시,0.0
2023,7,25,5,대구시,0.0
2023,7,25,6,대구시,0.061844
2023,7,25,7,대구시,1.399922
2023,7,25,8,대구시,7.779751
2023,7,25,9,대구시,16.409279
2023,7,25,10,대구시,23.901896
2023,7,25,11,대구시,29.666327
2023,7,25,12,대구시,30.466386
2023,7,25,13,대구시,20.55653
2023,7,25,14,대구시,17.586724
2023,7,25,15,대구시,31.705776
2023,7,25,16,대구시,9.964855
2023,7,25,17,대구시,7.284449
2023,7,25,18,대구시,10.63894
2023,7,25,19,대구시,7.224067
2023,7,25,20,대구시,2.679947
2023,7,25,21,대구시,0.900268
2023,7,25,22,대구시,0.476028
2023,7,25,23,대구시,0.00288
2023,7,25,24,대구시,0.0
2023,7,25,1,대전시,0.0
2023,7,25,2,대전시,0.0
2023,7,25,3,대전시,0.0
2023,7,25,4,대전시,0.0
2023,7,25,5,대전시,0.0
2023,7,25,6,대전시,0.002014
2023,7,25,7,대전시,0.322781
2023,7,25,8,대전시,1.290457
2023,7,25,9,대전시,2.655293
2023,7,25,10,대전시,1.706297
2023,7,25,11,대전시,4.458203
2023,7,25,12,대전시,2.68161
2023,7,25,13,대전시,1.351596
2023,7,25,14,대전시,2.326179
2023,7,25,15,대전시,3.376288
2023,7,25,16,대전시,5.205441
2023,7,25,17,대전시,1.636891
2023,7,25,18,대전시,2.691314
2023,7,25,19,대전시,0.286211
2023,7,25,20,대전시,0.0
2023,7,25,21,대전시,0.0
2023,7,25,22,대전시,0.0
2023,7,25,23,대전시,0.0
2023,7,25,24,대전시,0.0
2023,7,25,1,부산시,0.0
2023,7,25,2,부산시,0.0
2023,7,25,3,부산시,0.0
2023,7,25,4,부산시,0.0
2023,7,25,5,부산시,0.0
2023,7,25,6,부산시,0.224963
2023,7,25,7,부산시,6.488275
2023,7,25,8,부산시,19.077969
2023,7,25,9,부산시,38.429912
2023,7,25,10,부산시,53.919368
2023,7,25,11,부산시,63.26499
2023,7,25,12,부산시,51.57488
2023,7,25,13,부산시,33.834281
2023,7,25,14,부산시,14.941274
2023,7,25,15,부산시,45.077481
2023,7,25,16,부산시,55.054158
2023,7,25,17,부산시,38.309755
2023,7,25,18,부산시,24.070348
2023,7,25,19,부산시,9.682621
2023,7,25,20,부산시,2.400384
2023,7,25,21,부산시,1.97422
2023,7,25,22,부산시,0.4443
2023,7,25,23,부산시,0.0602
2023,7,25,24,부산시,0.09696
2023,7,25,1,서울시,0.0
2023,7,25,2,서울시,0.0
2023,7,25,3,서울시,0.0
2023,7,25,4,서울시,0.0
2023,7,25,5,서울시,0.0
2023,7,25,6,서울시,0.0014
2023,7,25,7,서울시,0.538807
2023,7,25,8,서울시,2.130754
2023,7,25,9,서울시,2.194056
2023,7,25,10,서울시,4.872813
2023,7,25,11,서울시,7.33465
2023,7,25,12,서울시,7.93603
2023,7,25,13,서울시,9.225335
2023,7,25,14,서울시,8.609859
2023,7,25,15,서울시,8.264893
2023,7,25,16,서울시,6.84125
2023,7,25,17,서울시,4.715014
2023,7,25,18,서울시,2.263842
2023,7,25,19,서울시,1.334371
2023,7,25,20,서울시,0.433497
2023,7,25,21,서울시,0.1664
2023,7,25,22,서울시,0.16616
2023,7,25,23,서울시,0.161
2023,7,25,24,서울시,0.01576
2023,7,25,1,세종시,0.0
2023,7,25,2,세종시,0.0
2023,7,25,3,세종시,0.0
2023,7,25,4,세종시,0.0
2023,7,25,5,세종시,0.0
2023,7,25,6,세종시,0.028052
2023,7,25,7,세종시,0.766365
2023,7,25,8,세종시,2.741343
2023,7,25,9,세종시,5.081698
2023,7,25,10,세종시,6.580642
2023,7,25,11,세종시,8.893557
2023,7,25,12,세종시,12.088733
2023,7,25,13,세종시,7.524941
2023,7,25,14,세종시,9.902354
2023,7,25,15,세종시,9.404766
2023,7,25,16,세종시,9.659853
2023,7,25,17,세종시,7.957995
2023,7,25,18,세종시,5.781956
2023,7,25,19,세종시,2.46587
2023,7,25,20,세종시,0.306018
2023,7,25,21,세종시,0.0
2023,7,25,22,세종시,0.01728
2023,7,25,23,세종시,0.0
2023,7,25,24,세종시,0.0
2023,7,25,1,울산시,0.0
2023,7,25,2,울산시,0.0
2023,7,25,3,울산시,0.0
2023,7,25,4,울산시,0.0
2023,7,25,5,울산시,0.0
2023,7,25,6,울산시,0.112767
2023,7,25,7,울산시,1.975871
2023,7,25,8,울산시,7.156095
2023,7,25,9,울산시,14.669461
2023,7,25,10,울산시,19.2075
2023,7,25,11,울산시,23.618244
2023,7,25,12,울산시,25.447087
2023,7,25,13,울산시,25.622496
2023,7,25,14,울산시,18.195969
2023,7,25,15,울산시,16.950047
2023,7,25,16,울산시,12.366445
2023,7,25,17,울산시,9.925705
2023,7,25,18,울산시,8.431955
2023,7,25,19,울산시,2.666713
2023,7,25,20,울산시,0.495283
2023,7,25,21,울산시,0.342
2023,7,25,22,울산시,0.29228
2023,7,25,23,울산시,0.091
2023,7,25,24,울산시,0.0
2023,7,25,1,인천시,0.0
2023,7,25,2,인천시,0.0
2023,7,25,3,인천시,8e-05
2023,7,25,4,인천시,0.0
2023,7,25,5,인천시,0.0
2023,7,25,6,인천시,0.009396
2023,7,25,7,인천시,0.526631
2023,7,25,8,인천시,2.854631
2023,7,25,9,인천시,5.220819
2023,7,25,10,인천시,9.59129
2023,7,25,11,인천시,15.68582
2023,7,25,12,인천시,18.853985
2023,7,25,13,인천시,18.409174
2023,7,25,14,인천시,18.00444
2023,7,25,15,인천시,20.731668
2023,7,25,16,인천시,23.554284
2023,7,25,17,인천시,19.505162
2023,7,25,18,인천시,11.447239
2023,7,25,19,인천시,6.181106
2023,7,25,20,인천시,2.987384
2023,7,25,21,인천시,0.957495
2023,7,25,22,인천시,0.448354
2023,7,25,23,인천시,0.04272
2023,7,25,24,인천시,0.0
2023,7,25,1,전라남도,0.0
2023,7,25,2,전라남도,0.0
2023,7,25,3,전라남도,4e-05
2023,7,25,4,전라남도,0.0
2023,7,25,5,전라남도,0.01008
2023,7,25,6,전라남도,0.402591
2023,7,25,7,전라남도,44.187558
2023,7,25,8,전라남도,191.89376
2023,7,25,9,전라남도,339.215325
2023,7,25,10,전라남도,607.111012
2023,7,25,11,전라남도,630.897957
2023,7,25,12,전라남도,732.111139
2023,7,25,13,전라남도,843.218015
2023,7,25,14,전라남도,853.144538
2023,7,25,15,전라남도,969.419722
2023,7,25,16,전라남도,1206.770682
2023,7,25,17,전라남도,1179.652459
2023,7,25,18,전라남도,888.089311
2023,7,25,19,전라남도,657.39346
2023,7,25,20,전라남도,497.278924
2023,7,25,21,전라남도,363.111138
2023,7,25,22,전라남도,127.846707
2023,7,25,23,전라남도,12.87604
2023,7,25,24,전라남도,1.915772
2023,7,25,1,전라북도,0.250548
2023,7,25,2,전라북도,0.04396
2023,7,25,3,전라북도,0.40858
2023,7,25,4,전라북도,0.37152
2023,7,25,5,전라북도,0.0
2023,7,25,6,전라북도,0.12607
2023,7,25,7,전라북도,7.669226
2023,7,25,8,전라북도,31.855813
2023,7,25,9,전라북도,89.878004
2023,7,25,10,전라북도,88.201899
2023,7,25,11,전라북도,138.096661
2023,7,25,12,전라북도,287.851907
2023,7,25,13,전라북도,300.948743
2023,7,25,14,전라북도,292.31321
2023,7,25,15,전라북도,290.6837
2023,7,25,16,전라북도,253.649208
2023,7,25,17,전라북도,249.837244
2023,7,25,18,전라북도,197.720089
2023,7,25,19,전라북도,114.155876
2023,7,25,20,전라북도,49.360385
2023,7,25,21,전라북도,27.498105
2023,7,25,22,전라북도,13.67327
2023,7,25,23,전라북도,4.370366
2023,7,25,24,전라북도,0.987064
2023,7,25,1,제주도,0.00044
2023,7,25,2,제주도,0.000456
2023,7,25,3,제주도,0.003528
2023,7,25,4,제주도,0.000456
2023,7,25,5,제주도,0.000472
2023,7,25,6,제주도,0.012179
2023,7,25,7,제주도,2.256974
2023,7,25,8,제주도,9.921864
2023,7,25,9,제주도,16.934944
2023,7,25,10,제주도,47.89981
2023,7,25,11,제주도,134.749821
2023,7,25,12,제주도,111.846753
2023,7,25,13,제주도,93.562518
2023,7,25,14,제주도,126.551727
2023,7,25,15,제주도,84.674011
2023,7,25,16,제주도,95.40832
2023,7,25,17,제주도,101.386888
2023,7,25,18,제주도,58.95975
2023,7,25,19,제주도,23.280336
2023,7,25,20,제주도,7.127999
2023,7,25,21,제주도,3.090305
2023,7,25,22,제주도,0.248252
2023,7,25,23,제주도,0.000464
2023,7,25,24,제주도,0.000472
2023,7,25,1,충청남도,0.17128
2023,7,25,2,충청남도,0.00768
2023,7,25,3,충청남도,0.0
2023,7,25,4,충청남도,0.0
2023,7,25,5,충청남도,0.0
2023,7,25,6,충청남도,0.119656
2023,7,25,7,충청남도,9.553044
2023,7,25,8,충청남도,41.227148
2023,7,25,9,충청남도,79.935241
2023,7,25,10,충청남도,143.446013
2023,7,25,11,충청남도,205.035049
2023,7,25,12,충청남도,271.865896
2023,7,25,13,충청남도,364.494281
2023,7,25,14,충청남도,313.715781
2023,7,25,15,충청남도,282.879512
2023,7,25,16,충청남도,264.181347
2023,7,25,17,충청남도,267.638875
2023,7,25,18,충청남도,245.046192
2023,7,25,19,충청남도,163.478374
2023,7,25,20,충청남도,99.357839
2023,7,25,21,충청남도,34.351441
2023,7,25,22,충청남도,12.155598
2023,7,25,23,충청남도,5.31812
2023,7,25,24,충청남도,1.64786
2023,7,25,1,충청북도,0.0
2023,7,25,2,충청북도,0.0
2023,7,25,3,충청북도,0.0
2023,7,25,4,충청북도,0.2478
2023,7,25,5,충청북도,0.2648
2023,7,25,6,충청북도,0.557292
2023,7,25,7,충청북도,10.598132
2023,7,25,8,충청북도,33.944497
2023,7,25,9,충청북도,61.866362
2023,7,25,10,충청북도,88.663107
2023,7,25,11,충청북도,86.112846
2023,7,25,12,충청북도,116.563408
2023,7,25,13,충청북도,107.13589
2023,7,25,14,충청북도,87.675939
2023,7,25,15,충청북도,82.839823
2023,7,25,16,충청북도,91.425399
2023,7,25,17,충청북도,105.227307
2023,7,25,18,충청북도,77.52593
2023,7,25,19,충청북도,60.422275
2023,7,25,20,충청북도,30.196016
2023,7,25,21,충청북도,9.933489
2023,7,25,22,충청북도,5.515761
2023,7,25,23,충청북도,2.129088
2023,7,25,24,충청북도,0.14428
2023,7,26,1,강원도,0.37172
2023,7,26,2,강원도,0.012
2023,7,26,3,강원도,0.012
2023,7,26,4,강원도,0.0004
2023,7,26,5,강원도,0.0
2023,7,26,6,강원도,0.331607
2023,7,26,7,강원도,13.446858
2023,7,26,8,강원도,56.783107
2023,7,26,9,강원도,116.121125
2023,7,26,10,강원도,166.479164
2023,7,26,11,강원도,212.170652
2023,7,26,12,강원도,238.419506
2023,7,26,13,강원도,252.318327
2023,7,26,14,강원도,266.922323
2023,7,26,15,강원도,212.76647
2023,7,26,16,강원도,126.745935
2023,7,26,17,강원도,128.817184
2023,7,26,18,강원도,110.063417
2023,7,26,19,강원도,90.03661
2023,7,26,20,강원도,70.306899
2023,7,26,21,강원도,40.738761
2023,7,26,22,강원도,18.931922
2023,7,26,23,강원도,7.785247
2023,7,26,24,강원도,1.266347
2023,7,26,1,경기도,0.023141
2023,7,26,2,경기도,0.0
2023,7,26,3,경기도,0.0
2023,7,26,4,경기도,0.0
2023,7,26,5,경기도,0.0
2023,7,26,6,경기도,0.140464
2023,7,26,7,경기도,9.385127
2023,7,26,8,경기도,31.850917
2023,7,26,9,경기도,68.979326
2023,7,26,10,경기도,95.490298
2023,7,26,11,경기도,116.631462
2023,7,26,12,경기도,112.009094
2023,7,26,13,경기도,142.174854
2023,7,26,14,경기도,160.134646
2023,7,26,15,경기도,124.015341
2023,7,26,16,경기도,112.12288
2023,7,26,17,경기도,94.562292
2023,7,26,18,경기도,62.092595
2023,7,26,19,경기도,33.150432
2023,7,26,20,경기도,14.672453
2023,7,26,21,경기도,11.473684
2023,7,26,22,경기도,7.362825
2023,7,26,23,경기도,3.308995
2023,7,26,24,경기도,0.86384
2023,7,26,1,경상남도,0.044
2023,7,26,2,경상남도,0.0
2023,7,26,3,경상남도,0.5652
2023,7,26,4,경상남도,0.5808
2023,7,26,5,경상남도,0.5604
2023,7,26,6,경상남도,0.706213
2023,7,26,7,경상남도,14.379841
2023,7,26,8,경상남도,37.183944
2023,7,26,9,경상남도,67.068801
2023,7,26,10,경상남도,108.392094
2023,7,26,11,경상남도,156.614529
2023,7,26,12,경상남도,209.34044
2023,7,26,13,경상남도,228.731719
2023,7,26,14,경상남도,236.48091
2023,7,26,15,경상남도,227.940074
2023,7,26,16,경상남도,213.546083
2023,7,26,17,경상남도,149.777803
2023,7,26,18,경상남도,88.100623
2023,7,26,19,경상남도,38.214935
2023,7,26,20,경상남도,27.831101
2023,7,26,21,경상남도,18.530212
2023,7,26,22,경상남도,9.673918
2023,7,26,23,경상남도,4.344606
2023,7,26,24,경상남도,1.954832
2023,7,26,1,경상북도,0.234718
2023,7,26,2,경상북도,4e-05
2023,7,26,3,경상북도,0.009039
2023,7,26,4,경상북도,0.012655
2023,7,26,5,경상북도,0.0
2023,7,26,6,경상북도,0.735092
2023,7,26,7,경상북도,21.218366
2023,7,26,8,경상북도,63.777553
2023,7,26,9,경상북도,119.935585
2023,7,26,10,경상북도,205.677538
2023,7,26,11,경상북도,272.598621
2023,7,26,12,경상북도,334.78092
2023,7,26,13,경상북도,366.789816
2023,7,26,14,경상북도,371.121119
2023,7,26,15,경상북도,325.193291
2023,7,26,16,경상북도,279.067111
2023,7,26,17,경상북도,197.206681
2023,7,26,18,경상북도,78.605549
2023,7,26,19,경상북도,59.386523
2023,7,26,20,경상북도,62.435379
2023,7,26,21,경상북도,56.674687
2023,7,26,22,경상북도,40.303215
2023,7,26,23,경상북도,18.927204
2023,7,26,24,경상북도,5.089447
2023,7,26,1,광주시,0.0
2023,7,26,2,광주시,0.0
2023,7,26,3,광주시,0.0
2023,7,26,4,광주시,0.0
2023,7,26,5,광주시,0.0
2023,7,26,6,광주시,0.000972
2023,7,26,7,광주시,0.650091
2023,7,26,8,광주시,3.363386
2023,7,26,9,광주시,13.027069
2023,7,26,10,광주시,26.497044
2023,7,26,11,광주시,36.167407
2023,7,26,12,광주시,35.508357
2023,7,26,13,광주시,32.678313
2023,7,26,14,광주시,37.141653
2023,7,26,15,광주시,28.810354
2023,7,26,16,광주시,23.84058
2023,7,26,17,광주시,20.133077
2023,7,26,18,광주시,11.500535
2023,7,26,19,광주시,4.546891
2023,7,26,20,광주시,1.808557
2023,7,26,21,광주시,0.8897
2023,7,26,22,광주시,0.53868
2023,7,26,23,광주시,0.24508
2023,7,26,24,광주시,0.00728
2023,7,26,1,대구시,0.0
2023,7,26,2,대구시,0.0
2023,7,26,3,대구시,0.0
2023,7,26,4,대구시,0.0
2023,7,26,5,대구시,0.0
2023,7,26,6,대구시,0.100215
2023,7,26,7,대구시,1.761187
2023,7,26,8,대구시,4.359071
2023,7,26,9,대구시,9.485265
2023,7,26,10,대구시,14.935731
2023,7,26,11,대구시,20.878529
2023,7,26,12,대구시,25.983221
2023,7,26,13,대구시,33.119089
2023,7,26,14,대구시,34.442381
2023,7,26,15,대구시,32.923619
2023,7,26,16,대구시,26.885236
2023,7,26,17,대구시,22.564297
2023,7,26,18,대구시,8.194901
2023,7,26,19,대구시,4.161601
2023,7,26,20,대구시,2.325975
2023,7,26,21,대구시,0.9294
2023,7,26,22,대구시,0.708708
2023,7,26,23,대구시,0.03936
2023,7,26,24,대구시,0.0
2023,7,26,1,대전시,0.0
2023,7,26,2,대전시,0.0
2023,7,26,3,대전시,0.0
2023,7,26,4,대전시,0.0
2023,7,26,5,대전시,0.0
2023,7,26,6,대전시,0.00331
2023,7,26,7,대전시,0.372409
2023,7,26,8,대전시,1.823183
2023,7,26,9,대전시,3.585251
2023,7,26,10,대전시,5.831057
2023,7,26,11,대전시,6.579061
2023,7,26,12,대전시,7.09082
2023,7,26,13,대전시,6.793823
2023,7,26,14,대전시,7.768558
2023,7,26,15,대전시,8.085884
2023,7,26,16,대전시,2.760902
2023,7,26,17,대전시,2.307681
2023,7,26,18,대전시,0.126184
2023,7,26,19,대전시,0.019412
2023,7,26,20,대전시,0.108685
2023,7,26,21,대전시,0.0
2023,7,26,22,대전시,0.0
2023,7,26,23,대전시,0.0
2023,7,26,24,대전시,0.0
2023,7,26,1,부산시,0.14112
2023,7,26,2,부산시,0.0
2023,7,26,3,부산시,0.0
2023,7,26,4,부산시,0.0
2023,7,26,5,부산시,0.0
2023,7,26,6,부산시,0.406216
2023,7,26,7,부산시,7.080373
2023,7,26,8,부산시,21.660996
2023,7,26,9,부산시,33.290155
2023,7,26,10,부산시,52.857192
2023,7,26,11,부산시,64.597637
2023,7,26,12,부산시,65.300566
2023,7,26,13,부산시,68.378298
2023,7,26,14,부산시,70.508185
2023,7,26,15,부산시,58.125383
2023,7,26,16,부산시,53.974741
2023,7,26,17,부산시,35.57267
2023,7,26,18,부산시,22.475169
2023,7,26,19,부산시,7.701269
2023,7,26,20,부산시,2.543237
2023,7,26,21,부산시,2.218812
2023,7,26,22,부산시,1.8149
2023,7,26,23,부산시,0.71694
2023,7,26,24,부산시,0.58296
2023,7,26,1,서울시,0.0
2023,7,26,2,서울시,0.0
2023,7,26,3,서울시,0.0
2023,7,26,4,서울시,0.0
2023,7,26,5,서울시,0.0
2023,7,26,6,서울시,0.000482
2023,7,26,7,서울시,0.459048
2023,7,26,8,서울시,1.826856
2023,7,26,9,서울시,3.586952
2023,7,26,10,서울시,5.096137
2023,7,26,11,서울시,6.693875
2023,7,26,12,서울시,6.079633
2023,7,26,13,서울시,5.328075
2023,7,26,14,서울시,5.544164
2023,7,26,15,서울시,5.312453
2023,7,26,16,서울시,6.379756
2023,7,26,17,서울시,5.231151
2023,7,26,18,서울시,2.820001
2023,7,26,19,서울시,0.956189
2023,7,26,20,서울시,0.341188
2023,7,26,21,서울시,0.15836
2023,7,26,22,서울시,0.06216
2023,7,26,23,서울시,0.0
2023,7,26,24,서울시,0.0
2023,7,26,1,세종시,0.0
2023,7,26,2,세종시,0.0
2023,7,26,3,세종시,0.0
2023,7,26,4,세종시,0.0
2023,7,26,5,세종시,0.0
2023,7,26,6,세종시,0.02194
2023,7,26,7,세종시,1.187174
2023,7,26,8,세종시,4.419164
2023,7,26,9,세종시,8.178948
2023,7,26,10,세종시,13.397829
2023,7,26,11,세종시,14.647492
2023,7,26,12,세종시,12.579177
2023,7,26,13,세종시,17.192288
2023,7,26,14,세종시,15.238651
2023,7,26,15,세종시,9.736125
2023,7,26,16,세종시,4.08642
2023,7,26,17,세종시,10.84695
2023,7,26,18,세종시,5.237043
2023,7,26,19,세종시,2.614328
2023,7,26,20,세종시,2.121272
2023,7,26,21,세종시,0.878498
2023,7,26,22,세종시,0.421722
2023,7,26,23,세종시,0.0
2023,7,26,24,세종시,0.0
2023,7,26,1,울산시,0.0
2023,7,26,2,울산시,0.0
2023,7,26,3,울산시,0.0
2023,7,26,4,울산시,0.0
2023,7,26,5,울산시,0.0
2023,7,26,6,울산시,0.124956
2023,7,26,7,울산시,2.637464
2023,7,26,8,울산시,6.786847
2023,7,26,9,울산시,12.599061
2023,7,26,10,울산시,18.43801
2023,7,26,11,울산시,23.313133
2023,7,26,12,울산시,26.388357
2023,7,26,13,울산시,24.856891
2023,7,26,14,울산시,21.97602
2023,7,26,15,울산시,20.945532
2023,7,26,16,울산시,17.633006
2023,7,26,17,울산시,12.798338
2023,7,26,18,울산시,7.070681
2023,7,26,19,울산시,2.369126
2023,7,26,20,울산시,0.429002
2023,7,26,21,울산시,0.33856
2023,7,26,22,울산시,0.29104
2023,7,26,23,울산시,0.1456
2023,7,26,24,울산시,0.0
2023,7,26,1,인천시,0.0
2023,7,26,2,인천시,0.0
2023,7,26,3,인천시,0.0
2023,7,26,4,인천시,0.0
2023,7,26,5,인천시,0.0
2023,7,26,6,인천시,0.001492
2023,7,26,7,인천시,1.395063
2023,7,26,8,인천시,5.588206
2023,7,26,9,인천시,8.970801
2023,7,26,10,인천시,15.318215
2023,7,26,11,인천시,20.585138
2023,7,26,12,인천시,24.204487
2023,7,26,13,인천시,27.244376
2023,7,26,14,인천시,28.533524
2023,7,26,15,인천시,27.356667
2023,7,26,16,인천시,22.900665
2023,7,26,17,인천시,21.091593
2023,7,26,18,인천시,15.785049
2023,7,26,19,인천시,9.032339
2023,7,26,20,인천시,4.372208
2023,7,26,21,인천시,2.542405
2023,7,26,22,인천시,0.598666
2023,7,26,23,인천시,0.05328
2023,7,26,24,인천시,0.0
2023,7,26,1,전라남도,0.462077
2023,7,26,2,전라남도,0.103104
2023,7,26,3,전라남도,0.006528
2023,7,26,4,전라남도,0.00432
2023,7,26,5,전라남도,4e-05
2023,7,26,6,전라남도,0.189592
2023,7,26,7,전라남도,32.472155
2023,7,26,8,전라남도,206.239611
2023,7,26,9,전라남도,502.141443
2023,7,26,10,전라남도,764.318443
2023,7,26,11,전라남도,859.931146
2023,7,26,12,전라남도,1031.606001
2023,7,26,13,전라남도,1091.438149
2023,7,26,14,전라남도,1051.442241
2023,7,26,15,전라남도,1149.938232
2023,7,26,16,전라남도,1223.043252
2023,7,26,17,전라남도,1068.052448
2023,7,26,18,전라남도,857.322545
2023,7,26,19,전라남도,644.352726
2023,7,26,20,전라남도,471.478674
2023,7,26,21,전라남도,338.052472
2023,7,26,22,전라남도,164.095786
2023,7,26,23,전라남도,20.830456
2023,7,26,24,전라남도,3.394836
2023,7,26,1,전라북도,0.338064
2023,7,26,2,전라북도,0.02558
2023,7,26,3,전라북도,0.37944
